"코드","종목명","조건만족시간"
"033230","인성정보","2024-02-16 09:00:48"
"443670","에스피소프트","2024-02-16 09:01:19"
"101670","하이드로리튬","2024-02-16 09:01:56"
"264850","이랜시스","2024-02-16 09:02:11"
"000400","롯데손해보험","2024-02-16 09:02:21"
"066790","씨씨에스","2024-02-16 09:02:51"
"123410","코리아에프티","2024-02-16 09:03:27"
"032850","비트컴퓨터","2024-02-16 09:34:25"
