"코드","종목명","조건만족시간"
"033230","인성정보","2024-02-22 09:01:17"
"161580","필옵틱스","2024-02-22 09:01:45"
"294630","서남","2024-02-22 09:02:35"
"066790","씨씨에스","2024-02-22 09:04:14"
"033170","시그네틱스","2024-02-22 09:05:56"
