"코드","종목명","조건만족시간"
"054040","한국컴퓨터","2024-02-15 09:02:20"
"294630","서남","2024-02-15 09:03:29"
"264850","이랜시스","2024-02-15 09:04:00"
"004830","덕성","2024-02-15 09:05:19"
"041190","우리기술투자","2024-02-15 09:06:07"
"250060","모비스","2024-02-15 09:08:15"
