"코드","종목명","조건만족시간"
"038110","에코플라스틱","2024-02-06 09:01:34"
"053290","NE능률","2024-02-06 09:02:53"
"133750","메가엠디","2024-02-06 09:03:20"
"066790","씨씨에스","2024-02-06 09:04:05"
