"코드","종목명","조건만족시간"
"033230","인성정보","2024-02-01 09:00:50"
"006220","제주은행","2024-02-01 09:01:45"
"032620","유비케어","2024-02-01 09:01:59"
"020560","아시아나항공","2024-02-01 09:02:23"
"032850","비트컴퓨터","2024-02-01 09:03:11"
"007330","푸른저축은행","2024-02-01 09:14:57"
"082850","우리바이오","2024-02-01 09:33:02"
