"코드","종목명","조건만족시간"
"027580","상보","2024-01-30 09:00:34"
"053030","바이넥스","2024-01-30 09:01:30"
"412350","레이저쎌","2024-01-30 09:02:29"
"347000","센코","2024-01-30 09:05:00"
"067630","HLB생명과학","2024-01-30 09:05:18"
"033230","인성정보","2024-01-30 10:47:07"
