"코드","종목명","조건만족시간"
"396470","워트","2024-02-07 09:00:48"
"237820","플레이디","2024-02-07 09:01:05"
"252990","샘씨엔에스","2024-02-07 09:02:15"
"452190","한빛레이저","2024-02-07 09:02:24"
"028670","팬오션","2024-02-07 09:03:56"
"007860","서연","2024-02-07 09:04:42"
"047310","파워로직스","2024-02-07 09:28:52"
