Time,Code,Item Name
2024-01-25 09:00:21,092220,KEC
2024-01-25 09:01:35,064480,브리지텍
2024-01-25 09:02:39,006220,제주은행
2024-01-25 09:03:49,253590,네오셈
2024-01-25 09:14:02,085670,뉴프렉스
2024-01-25 09:46:36,036540,SFA반도체
